time_s,manifest_id,voltage_pu_DG1,voltage_pu_DG2,voltage_pu_DG3,frequency_deviation_pu_DG1,frequency_deviation_pu_DG2,frequency_deviation_pu_DG3,voltage_tracking_error_pu_DG1,voltage_tracking_error_pu_DG2,voltage_tracking_error_pu_DG3,frequency_tracking_error_pu_DG1,frequency_tracking_error_pu_DG2,frequency_tracking_error_pu_DG3
0.45,9e81ce3e9621f78a,0.946027514466364,1.04919123063292,0.969489606681493,0.000754812604973394,0.00201371677865418,-0.000382635053796802,-0.0539724855336362,0.0491912306329201,-0.0305103933185068,0.000754812604973394,0.00201371677865418,-0.000382635053796802
0.455,9e81ce3e9621f78a,0.946157392447913,1.04898375409487,0.969498594378446,0.000733286771097903,0.00202390817051918,-0.000387675305529721,-0.0538426075520871,0.048983754094875,-0.0305014056215536,0.000733286771097903,0.00202390817051918,-0.000387675305529721
0.46,9e81ce3e9621f78a,0.946335935884152,1.04873392946293,0.96952956945749,0.000712519890312778,0.00203324046662239,-0.000392320637125849,-0.0536640641158476,0.0487339294629252,-0.0304704305425098,0.000712519890312778,0.00203324046662239,-0.000392320637125849
0.465,9e81ce3e9621f78a,0.946563540257341,1.04844163501249,0.969582624221621,0.000692492794753995,0.00204173312310782,-0.000396580695152577,-0.0534364597426589,0.0484416350124861,-0.0304173757783792,0.000692492794753995,0.00204173312310782,-0.000396580695152577
0.47,9e81ce3e9621f78a,0.946840546865151,1.04810679628044,0.969657834676478,0.000673186715666867,0.00204940528565022,-0.000400464914054835,-0.0531594531348495,0.0481067962804422,-0.0303421653235217,0.000673186715666867,0.00204940528565022,-0.000400464914054835
0.475,9e81ce3e9621f78a,0.947167239783976,1.04772938754147,0.969755260235691,0.000654583278176484,0.0020562757912173,-0.000403982521900222,-0.0528327602160238,0.047729387541471,-0.0302447397643093,0.000654583278176484,0.0020562757912173,-0.000403982521900222
0.48,9e81ce3e9621f78a,0.947543842994115,1.04730943314679,0.969874943432595,0.00063666449635333,0.00206236316967462,-0.000407142545999759,-0.0524561570058852,0.0473094331467936,-0.0301250565674052,0.00063666449635333,0.00206236316967462,-0.000407142545999759
0.485,9e81ce3e9621f78a,0.94797051770476,1.046847008709,0.970016909640205,0.000619412768547984,0.00206768564525094,-0.000409953818403509,-0.05202948229524,0.0468470087090018,-0.0299830903597954,0.000619412768547984,0.00206768564525094,-0.000409953818403509
0.49,9e81ce3e9621f78a,0.948447359914211,1.04634224211845,0.970181166801309,0.00060281087296622,0.00207226113788503,-0.000412424981270033,-0.0515526400857885,0.0463422421184456,-0.0298188331986909,0.00060281087296622,0.00207226113788503,-0.000412424981270033
0.495,9e81ce3e9621f78a,0.948974398237276,1.04579531437877,0.970367705170575,0.00058684196345366,0.00207610726447663,-0.000414564492108366,-0.0510256017627239,0.0457953143787655,-0.0296322948294249,0.00058684196345366,0.00207610726447663,-0.000414564492108366
0.5,9e81ce3e9621f78a,0.949551592027688,1.04520646025146,0.970576497070511,0.000571489565457379,0.00207924134006653,-0.000416380628891065,-0.0504484079723122,0.0452064602514617,-0.0294235029294894,0.000571489565457379,0.00207924134006653,-0.000416380628891065
0.505,9e81ce3e9621f78a,0.950178829818609,1.04457596870185,0.9708074966631,0.000556737572130605,0.00208168037897212,-0.000417881495036807,-0.0498211701813909,0.0445759687018465,-0.0291925033368999,0.000556737572130605,0.00208168037897212,-0.000417881495036807
0.51,9e81ce3e9621f78a,0.950855928099059,1.04390418314127,0.971060639738875,0.000542570240545975,0.00208344109590562,-0.000419075024260977,-0.0491440719009413,0.0439041831412712,-0.0289393602611254,0.000542570240545975,0.00208344109590562,-0.000419075024260977
0.515,9e81ce3e9621f78a,0.95158263043861,1.04319150146308,0.971335843525098,0.000528972187982654,0.00208453990710272,-0.000419968985292801,-0.04841736956139,0.0431915014630826,-0.0286641564749017,0.000528972187982654,0.00208453990710272,-0.000419968985292801
